metric_type,sensor_type,px,py,vx,vy,ro,phi,ro_dot
update,radar,6.071892,5.690577,1.512169,-4.504220,8.321691,0.752992,-1.976748
prediction,none,6.110467,5.444029,1.330536,-4.636825,0,0,0
prediction,none,6.148831,5.240687,1.261574,-4.564714,0,0,0
update,radar,6.148831,5.240687,1.261575,-4.564714,8.079166,0.705831,-2.000829
prediction,none,6.230826,5.007994,1.336376,-4.553735,0,0,0
prediction,none,6.328039,4.749620,1.409956,-4.632276,0,0,0
update,radar,6.328039,4.749620,1.409956,-4.632276,7.912204,0.643864,-1.653053
prediction,none,6.369180,4.569161,1.300165,-4.526517,0,0,0
prediction,none,6.538523,4.230098,1.552006,-4.815785,0,0,0
update,radar,6.538523,4.230098,1.552006,-4.815785,7.787555,0.574228,-1.312790
prediction,none,6.642956,3.998063,1.718152,-4.733405,0,0,0
prediction,none,6.780098,3.702641,1.840718,-4.884612,0,0,0
update,radar,6.780097,3.702641,1.840718,-4.884612,7.725236,0.499847,-0.725637
prediction,none,6.900925,3.465028,1.980337,-4.831767,0,0,0
prediction,none,6.909496,3.315869,1.775231,-4.591001,0,0,0
update,radar,6.909496,3.315869,1.775231,-4.591001,7.663949,0.447439,-0.385859
prediction,none,6.983396,3.106295,1.755150,-4.532806,0,0,0
prediction,none,7.077443,2.959306,1.729730,-4.335939,0,0,0
update,radar,7.077443,2.959306,1.729730,-4.335939,7.671225,0.396039,-0.076820
prediction,none,7.168442,2.828194,1.846821,-4.067947,0,0,0
prediction,none,7.278100,2.607822,1.883934,-4.111595,0,0,0
update,radar,7.278100,2.607822,1.883934,-4.111595,7.731202,0.344059,0.386635
prediction,none,7.380509,2.383207,1.810665,-4.188656,0,0,0
prediction,none,7.463398,2.170683,1.798866,-4.196608,0,0,0
update,radar,7.463398,2.170683,1.798866,-4.196609,7.772656,0.283036,0.555299
prediction,none,7.550160,1.893397,1.741566,-4.388312,0,0,0
prediction,none,7.655965,1.627289,1.789865,-4.507066,0,0,0
update,radar,7.655965,1.627289,1.789865,-4.507066,7.826996,0.209435,0.813702
prediction,none,7.794393,1.414714,2.020491,-4.445928,0,0,0
prediction,none,7.962853,1.038354,2.181223,-4.835533,0,0,0
update,radar,7.962853,1.038354,2.181223,-4.835533,8.030268,0.129668,1.537653
prediction,none,8.065773,0.861025,2.157592,-4.667497,0,0,0
prediction,none,8.114325,0.647825,2.054416,-4.628662,0,0,0
update,radar,8.114325,0.647825,2.054416,-4.628662,8.140143,0.079668,1.679533
prediction,none,8.231893,0.434701,2.179165,-4.574310,0,0,0
prediction,none,8.353563,0.247216,2.191642,-4.463328,0,0,0
update,radar,8.353563,0.247216,2.191642,-4.463328,8.357221,0.029585,2.058652
prediction,none,8.486058,0.048347,2.220968,-4.392638,0,0,0
prediction,none,8.584276,-0.078366,2.185516,-4.156820,0,0,0
update,radar,8.584275,-0.078366,2.185515,-4.156820,8.584633,-0.009129,2.223370
prediction,none,8.792105,-0.273436,2.695524,-4.111742,0,0,0
prediction,none,8.953536,-0.432744,2.734687,-3.983933,0,0,0
update,radar,8.953536,-0.432744,2.734688,-3.983933,8.963988,-0.048295,2.923827
prediction,none,9.101825,-0.533040,2.842175,-3.735786,0,0,0
prediction,none,9.257756,-0.748795,2.866968,-3.804003,0,0,0
update,radar,9.257755,-0.748795,2.866968,-3.804003,9.287988,-0.080707,3.164314
prediction,none,9.411736,-0.990352,2.910442,-3.933426,0,0,0
prediction,none,9.512557,-1.309637,2.839242,-4.256104,0,0,0
update,radar,9.512557,-1.309637,2.839242,-4.256104,9.602285,-0.136814,3.393192
prediction,none,9.683834,-1.572421,3.060578,-4.402794,0,0,0
prediction,none,9.866772,-1.794250,3.110886,-4.395557,0,0,0
update,radar,9.866772,-1.794250,3.110886,-4.395557,10.028585,-0.179882,3.847116
prediction,none,9.978357,-1.955431,2.850227,-4.224585,0,0,0
prediction,none,10.074830,-2.117489,2.774573,-4.122977,0,0,0
update,radar,10.074830,-2.117489,2.774573,-4.122977,10.294949,-0.207161,3.563273
prediction,none,10.259492,-2.329068,3.088703,-4.177168,0,0,0
prediction,none,10.404323,-2.531806,3.072800,-4.166280,0,0,0
update,radar,10.404323,-2.531806,3.072800,-4.166280,10.707940,-0.238702,3.970756
prediction,none,10.499308,-2.683334,2.810168,-4.004843,0,0,0
prediction,none,10.647572,-2.954258,2.815654,-4.170412,0,0,0
update,radar,10.647573,-2.954258,2.815654,-4.170412,11.049817,-0.270650,3.828150
prediction,none,10.773540,-3.141839,2.718659,-4.102695,0,0,0
prediction,none,10.885430,-3.306697,2.682463,-4.017334,0,0,0
update,radar,10.885430,-3.306697,2.682463,-4.017334,11.376592,-0.294914,3.734323
prediction,none,11.102296,-3.501176,3.159412,-4.081395,0,0,0
prediction,none,11.272098,-3.665588,3.186222,-3.983743,0,0,0
update,radar,11.272098,-3.665588,3.186223,-3.983743,11.853131,-0.314405,4.262011
prediction,none,11.455943,-3.843049,3.347600,-3.963798,0,0,0
prediction,none,11.647921,-4.053357,3.388474,-3.982117,0,0,0
update,radar,11.647921,-4.053357,3.388474,-3.982117,12.333035,-0.334883,4.508997
prediction,none,11.825040,-4.264808,3.399027,-4.007679,0,0,0
prediction,none,12.010765,-4.449731,3.429653,-3.965831,0,0,0
update,radar,12.010765,-4.449731,3.429653,-3.965831,12.808536,-0.354801,4.593783
prediction,none,12.214435,-4.654335,3.531548,-3.986405,0,0,0
prediction,none,12.421683,-4.765598,3.603622,-3.772877,0,0,0
update,radar,12.421683,-4.765598,3.603622,-3.772877,13.304479,-0.366334,4.715935
prediction,none,12.635407,-4.934616,3.812597,-3.774271,0,0,0
prediction,none,12.850783,-4.998951,3.883156,-3.481596,0,0,0
update,radar,12.850782,-4.998951,3.883156,-3.481596,13.788840,-0.370988,4.881188
prediction,none,13.041042,-5.158038,3.810322,-3.419949,0,0,0
prediction,none,13.248406,-5.319876,3.842072,-3.393025,0,0,0
update,radar,13.248405,-5.319876,3.842072,-3.393025,14.276601,-0.381840,4.829707
prediction,none,13.408445,-5.481104,3.783754,-3.383897,0,0,0
prediction,none,13.567873,-5.670866,3.726501,-3.440930,0,0,0
update,radar,13.567873,-5.670866,3.726501,-3.440930,14.705301,-0.395895,4.765202
prediction,none,13.832627,-5.823376,4.139970,-3.486823,0,0,0
prediction,none,14.023053,-5.950561,4.121812,-3.386114,0,0,0
update,radar,14.023053,-5.950561,4.121812,-3.386114,15.233358,-0.401313,5.117038
prediction,none,14.264395,-6.112921,4.259094,-3.390126,0,0,0
prediction,none,14.517908,-6.211203,4.348316,-3.216112,0,0,0
update,radar,14.517908,-6.211203,4.348316,-3.216112,15.790779,-0.404266,5.262843
prediction,none,14.734014,-6.370796,4.336081,-3.209277,0,0,0
prediction,none,14.987004,-6.406110,4.431168,-2.916077,0,0,0
update,radar,14.987004,-6.406110,4.431168,-2.916077,16.298727,-0.403939,5.220693
prediction,none,15.204764,-6.540514,4.470782,-2.910464,0,0,0
prediction,none,15.381065,-6.587081,4.412052,-2.703037,0,0,0
update,radar,15.381064,-6.587081,4.412052,-2.703037,16.732208,-0.404628,5.119897
prediction,none,15.613714,-6.714477,4.414634,-2.672409,0,0,0
prediction,none,15.853145,-6.789662,4.462383,-2.535353,0,0,0
update,radar,15.853145,-6.789662,4.462383,-2.535353,17.245918,-0.404650,5.100163
prediction,none,16.104802,-6.922014,4.663389,-2.605471,0,0,0
prediction,none,16.359321,-7.063098,4.698284,-2.623478,0,0,0
update,radar,16.359322,-7.063098,4.698284,-2.623478,17.818945,-0.407572,5.353326
prediction,none,16.527374,-7.162750,4.406250,-2.492046,0,0,0
prediction,none,16.773683,-7.249483,4.461739,-2.399448,0,0,0
update,radar,16.773684,-7.249483,4.461739,-2.399448,18.273243,-0.407948,5.047520
prediction,none,16.983883,-7.374783,4.452750,-2.422040,0,0,0
prediction,none,17.241832,-7.389074,4.542299,-2.172092,0,0,0
update,radar,17.241831,-7.389074,4.542299,-2.172091,18.758442,-0.404878,5.030658
prediction,none,17.448466,-7.468928,4.459165,-2.089054,0,0,0
prediction,none,17.750389,-7.368763,4.650532,-1.607440,0,0,0
update,radar,17.750389,-7.368762,4.650532,-1.607440,19.219131,-0.393483,4.911439
prediction,none,18.045774,-7.416722,4.947555,-1.589534,0,0,0
prediction,none,18.325615,-7.379413,5.034183,-1.317923,0,0,0
update,radar,18.325615,-7.379414,5.034183,-1.317923,19.755604,-0.382817,5.162080
prediction,none,18.541884,-7.386296,4.847418,-1.136363,0,0,0
prediction,none,18.794654,-7.395914,4.877450,-1.027118,0,0,0
update,radar,18.794653,-7.395914,4.877450,-1.027118,20.197489,-0.374900,4.914793
prediction,none,19.081392,-7.441536,4.992050,-1.018284,0,0,0
prediction,none,19.312941,-7.446194,4.972280,-0.917555,0,0,0
update,radar,19.312941,-7.446194,4.972280,-0.917555,20.698683,-0.367992,4.969478
prediction,none,19.526677,-7.513322,4.833276,-0.946903,0,0,0
prediction,none,19.894796,-7.396561,5.092474,-0.546559,0,0,0
update,radar,19.894796,-7.396561,5.092474,-0.546559,21.225269,-0.355948,4.963725
prediction,none,20.164303,-7.418919,5.146152,-0.541481,0,0,0
prediction,none,20.469999,-7.363167,5.249641,-0.342955,0,0,0
update,radar,20.469999,-7.363167,5.249640,-0.342955,21.754013,-0.345295,5.055866
prediction,none,20.737013,-7.402510,5.342878,-0.425095,0,0,0
prediction,none,20.941037,-7.433631,5.232115,-0.459576,0,0,0
update,radar,20.941036,-7.433631,5.232115,-0.459576,22.221294,-0.341104,5.084413
prediction,none,21.157627,-7.425749,4.957071,-0.326044,0,0,0
prediction,none,21.442247,-7.293434,5.054904,0.020496,0,0,0
update,radar,21.442247,-7.293434,5.054904,0.020496,22.648710,-0.327867,4.779037
prediction,none,21.701452,-7.282365,5.070583,0.044290,0,0,0
prediction,none,21.907227,-7.386448,4.964513,-0.207411,0,0,0
update,radar,21.907227,-7.386448,4.964513,-0.207411,23.118958,-0.325199,4.770576
prediction,none,22.103387,-7.356668,4.576691,-0.022755,0,0,0
prediction,none,22.456178,-7.106021,4.845335,0.575103,0,0,0
update,radar,22.456179,-7.106021,4.845335,0.575103,23.553673,-0.306470,4.446059
prediction,none,22.624912,-7.074696,4.459372,0.647275,0,0,0
prediction,none,22.825698,-6.940382,4.443963,0.878233,0,0,0
update,radar,22.825699,-6.940382,4.443963,0.878233,23.857523,-0.295177,3.996278
prediction,none,23.083576,-6.933254,4.669343,0.747843,0,0,0
prediction,none,23.304279,-6.936466,4.639016,0.652519,0,0,0
update,radar,23.304279,-6.936466,4.639017,0.652519,24.314686,-0.289297,4.260090
prediction,none,23.479522,-6.905985,4.408663,0.677338,0,0,0
prediction,none,23.735608,-6.763460,4.491666,0.932680,0,0,0
update,radar,23.735609,-6.763460,4.491666,0.932680,24.680428,-0.277593,4.064123
prediction,none,23.990272,-6.732273,4.614379,0.880362,0,0,0
prediction,none,24.224764,-6.565444,4.645581,1.164528,0,0,0
update,radar,24.224764,-6.565444,4.645581,1.164528,25.098690,-0.264664,4.179201
prediction,none,24.418139,-6.486222,4.396741,1.256705,0,0,0
prediction,none,24.705136,-6.252209,4.543577,1.660315,0,0,0
update,radar,24.705135,-6.252209,4.543577,1.660315,25.483990,-0.247869,3.997374
prediction,none,24.956133,-6.167557,4.677020,1.644912,0,0,0
prediction,none,25.204903,-6.000767,4.718043,1.842443,0,0,0
update,radar,25.204903,-6.000767,4.718043,1.842443,25.909388,-0.233728,4.163037
prediction,none,25.388552,-5.886921,4.411849,1.937703,0,0,0
prediction,none,25.649940,-5.681384,4.499816,2.193549,0,0,0
update,radar,25.649940,-5.681384,4.499815,2.193549,26.271612,-0.217978,3.918968
prediction,none,25.802577,-5.567833,4.158442,2.241780,0,0,0
prediction,none,25.993322,-5.239644,4.166989,2.744105,0,0,0
update,radar,25.993322,-5.239644,4.166989,2.744105,26.516159,-0.198911,3.542586
prediction,none,26.170735,-5.097041,4.004167,2.775303,0,0,0
prediction,none,26.366685,-4.984838,3.992743,2.713094,0,0,0
update,radar,26.366686,-4.984838,3.992743,2.713094,26.833761,-0.186853,3.419240
prediction,none,26.544523,-4.803573,3.807047,2.846865,0,0,0
prediction,none,26.774731,-4.487164,3.900100,3.255069,0,0,0
update,radar,26.774731,-4.487164,3.900100,3.255069,27.148129,-0.166046,3.308446
prediction,none,26.979759,-4.321540,3.944766,3.258140,0,0,0
prediction,none,27.132930,-4.196236,3.866307,3.169611,0,0,0
update,radar,27.132931,-4.196237,3.866307,3.169611,27.455498,-0.153439,3.336446
prediction,none,27.333663,-4.027972,3.941645,3.184706,0,0,0
prediction,none,27.583454,-3.774741,4.041533,3.404924,0,0,0
update,radar,27.583454,-3.774741,4.041533,3.404924,27.840538,-0.136003,3.542558
prediction,none,27.701823,-3.587979,3.467364,3.494738,0,0,0
prediction,none,27.897967,-3.367357,3.510721,3.602013,0,0,0
update,radar,27.897966,-3.367357,3.510721,3.602013,28.100456,-0.120121,3.053784
prediction,none,28.026416,-3.161772,3.180711,3.688695,0,0,0
prediction,none,28.164114,-2.875001,3.157122,3.929746,0,0,0
update,radar,28.164114,-2.875001,3.157122,3.929746,28.310474,-0.101728,2.741724
prediction,none,28.284700,-2.666320,2.960076,3.970874,0,0,0
prediction,none,28.396201,-2.389441,2.907924,4.156737,0,0,0
update,radar,28.396200,-2.389441,2.907924,4.156737,28.496553,-0.083949,2.549141
prediction,none,28.473145,-2.175365,2.506569,4.192608,0,0,0
prediction,none,28.620301,-1.966694,2.542480,4.188946,0,0,0
update,radar,28.620300,-1.966694,2.542480,4.188946,28.687792,-0.068609,2.249325
prediction,none,28.747650,-1.760263,2.528663,4.182366,0,0,0
prediction,none,28.890547,-1.516049,2.558666,4.263609,0,0,0
update,radar,28.890547,-1.516049,2.558666,4.263609,28.930298,-0.052428,2.331722
prediction,none,28.976347,-1.306904,2.423876,4.259256,0,0,0
prediction,none,29.105411,-0.971719,2.445455,4.545912,0,0,0
update,radar,29.105412,-0.971719,2.445455,4.545912,29.121628,-0.033374,2.292407
prediction,none,29.160884,-0.733505,2.175227,4.579701,0,0,0
prediction,none,29.246757,-0.462791,2.139932,4.680205,0,0,0
update,radar,29.246758,-0.462791,2.139932,4.680205,29.250418,-0.015822,2.065615
prediction,none,29.259712,-0.214889,1.627440,4.720566,0,0,0
prediction,none,29.307513,-0.050252,1.568641,4.556841,0,0,0
update,radar,29.307514,-0.050252,1.568641,4.556841,29.307556,-0.001715,1.560825
prediction,none,29.351543,0.202988,1.257042,4.615997,0,0,0
prediction,none,29.406117,0.525093,1.246695,4.831483,0,0,0
update,radar,29.406116,0.525093,1.246695,4.831483,29.410803,0.017855,1.332756
prediction,none,29.434266,0.776530,1.082704,4.855001,0,0,0
prediction,none,29.506297,0.941989,1.110363,4.671056,0,0,0
update,radar,29.506296,0.941989,1.110363,4.671056,29.521328,0.031914,1.258845
prediction,none,29.501644,1.200263,0.750849,4.724312,0,0,0
prediction,none,29.555732,1.541181,0.779691,4.967183,0,0,0
update,radar,29.555733,1.541181,0.779691,4.967183,29.595888,0.052098,1.037295
prediction,none,29.573309,1.799463,0.564746,4.980294,0,0,0
prediction,none,29.576038,2.077210,0.522508,5.051872,0,0,0
update,radar,29.576038,2.077210,0.522508,5.051872,29.648893,0.070118,0.875160
prediction,none,29.539955,2.317868,0.120177,5.005920,0,0,0
prediction,none,29.526583,2.711241,0.086601,5.344016,0,0,0
update,radar,29.526583,2.711241,0.086601,5.344016,29.650799,0.091567,0.574890
prediction,none,29.485260,2.968190,-0.183896,5.305460,0,0,0
prediction,none,29.519975,3.337609,-0.112996,5.539818,0,0,0
update,radar,29.519976,3.337609,-0.112996,5.539818,29.708055,0.112585,0.510101
prediction,none,29.463877,3.614051,-0.303526,5.534258,0,0,0
prediction,none,29.470450,3.778902,-0.263276,5.268910,0,0,0
update,radar,29.470449,3.778902,-0.263276,5.268910,29.711740,0.127531,0.408991
prediction,none,29.398011,4.038301,-0.544345,5.244736,0,0,0
prediction,none,29.345774,4.152563,-0.579324,4.906434,0,0,0
update,radar,29.345774,4.152563,-0.579324,4.906434,29.638121,0.140571,0.113825
prediction,none,29.316547,4.401140,-0.658205,4.901136,0,0,0
prediction,none,29.237251,4.604892,-0.733668,4.816199,0,0,0
update,radar,29.237251,4.604892,-0.733668,4.816199,29.597666,0.156218,0.024585
prediction,none,29.142530,4.840119,-1.017568,4.782904,0,0,0
prediction,none,29.056717,5.168250,-1.082359,4.997379,0,0,0
update,radar,29.056717,5.168250,-1.082359,4.997379,29.512770,0.176027,-0.190497
prediction,none,28.976308,5.414470,-1.177446,4.984936,0,0,0
prediction,none,28.961764,5.638113,-1.100613,4.914693,0,0,0
update,radar,28.961763,5.638113,-1.100613,4.914693,29.505459,0.192270,-0.141198
prediction,none,28.824798,5.907155,-1.513280,4.930622,0,0,0
prediction,none,28.737630,6.177969,-1.534939,4.989566,0,0,0
update,radar,28.737631,6.177969,-1.534939,4.989566,29.394196,0.211755,-0.451964
prediction,none,28.580138,6.433485,-1.930324,4.963292,0,0,0
prediction,none,28.481762,6.646349,-1.929928,4.882661,0,0,0
update,radar,28.481762,6.646348,-1.929928,4.882661,29.246960,0.229252,-0.769853
prediction,none,28.394845,6.911996,-2.060416,4.892600,0,0,0
prediction,none,28.315983,7.059325,-2.008282,4.662858,0,0,0
update,radar,28.315983,7.059325,-2.008282,4.662858,29.182682,0.244325,-0.820687
prediction,none,28.180477,7.269210,-2.153983,4.594759,0,0,0
prediction,none,28.044787,7.652003,-2.220685,4.952552,0,0,0
update,radar,28.044786,7.652003,-2.220685,4.952552,29.069971,0.266366,-0.838725
prediction,none,27.877963,7.900082,-2.532599,4.905521,0,0,0
prediction,none,27.764089,8.084546,-2.502534,4.763229,0,0,0
update,radar,27.764090,8.084546,-2.502534,4.763229,28.917202,0.283352,-1.071059
prediction,none,27.579888,8.309557,-2.792013,4.691170,0,0,0
prediction,none,27.422789,8.506771,-2.816929,4.611834,0,0,0
update,radar,27.422789,8.506770,-2.816929,4.611834,28.711922,0.300795,-1.324057
prediction,none,27.212567,8.694089,-3.252130,4.426342,0,0,0
prediction,none,27.082508,8.811278,-3.179526,4.180587,0,0,0
update,radar,27.082508,8.811278,-3.179526,4.180587,28.479832,0.314548,-1.730109
prediction,none,26.890138,9.028166,-3.399941,4.153063,0,0,0
prediction,none,26.637088,9.376077,-3.567682,4.495925,0,0,0
update,radar,26.637089,9.376077,-3.567682,4.495925,28.239075,0.338449,-1.872530
prediction,none,26.431839,9.574892,-3.629192,4.438445,0,0,0
prediction,none,26.265060,9.639030,-3.576119,4.079423,0,0,0
update,radar,26.265060,9.639030,-3.576119,4.079423,27.977924,0.351730,-1.951728
prediction,none,26.098698,9.854159,-3.537690,4.107796,0,0,0
prediction,none,25.928892,10.072602,-3.527602,4.134601,0,0,0
update,radar,25.928892,10.072602,-3.527602,4.134601,27.816628,0.370528,-1.791037
prediction,none,25.736698,10.288711,-3.549778,4.164573,0,0,0
prediction,none,25.618217,10.323703,-3.411978,3.758424,0,0,0
update,radar,25.618217,10.323703,-3.411978,3.758424,27.620136,0.383075,-1.759873
prediction,none,25.386323,10.494556,-3.810217,3.616223,0,0,0
prediction,none,25.239124,10.506475,-3.699283,3.226280,0,0,0
update,radar,25.239124,10.506475,-3.699283,3.226280,27.338606,0.394459,-2.175307
prediction,none,25.021439,10.689068,-3.836741,3.252943,0,0,0
prediction,none,24.803612,10.856642,-3.884022,3.272857,0,0,0
update,radar,24.803612,10.856643,-3.884022,3.272857,27.075558,0.412582,-2.245772
prediction,none,24.588353,11.013886,-3.928995,3.262035,0,0,0
prediction,none,24.406580,11.122052,-3.890814,3.135691,0,0,0
update,radar,24.406580,11.122052,-3.890814,3.135691,26.821283,0.427583,-2.240241
prediction,none,24.182986,11.301297,-4.119189,3.114132,0,0,0
prediction,none,24.002302,11.453623,-4.073006,3.097801,0,0,0
update,radar,24.002302,11.453624,-4.073007,3.097801,26.595037,0.445232,-2.341809
prediction,none,23.766741,11.569100,-4.329135,2.917216,0,0,0
prediction,none,23.587537,11.566566,-4.227296,2.579000,0,0,0
update,radar,23.587538,11.566566,-4.227296,2.579000,26.270845,0.455912,-2.660034
prediction,none,23.378854,11.692728,-4.231186,2.566970,0,0,0
prediction,none,23.152488,11.851187,-4.265258,2.637995,0,0,0
update,radar,23.152489,11.851187,-4.265257,2.637995,26.009390,0.473103,-2.594753
prediction,none,22.911088,11.980532,-4.411407,2.591540,0,0,0
prediction,none,22.668140,12.134167,-4.458129,2.651933,0,0,0
update,radar,22.668140,12.134167,-4.458128,2.651933,25.711527,0.491484,-2.678895
prediction,none,22.439417,12.271938,-4.523673,2.635422,0,0,0
prediction,none,22.232610,12.350207,-4.474581,2.512541,0,0,0
update,radar,22.232609,12.350206,-4.474581,2.512541,25.432587,0.507056,-2.691477
prediction,none,22.024779,12.471117,-4.385156,2.530350,0,0,0
prediction,none,21.758459,12.586460,-4.469113,2.523665,0,0,0
update,radar,21.758459,12.586459,-4.469113,2.523665,25.136616,0.524433,-2.604846
prediction,none,21.506134,12.697859,-4.707658,2.388180,0,0,0
prediction,none,21.292955,12.744367,-4.647052,2.223584,0,0,0
update,radar,21.292955,12.744367,-4.647052,2.223584,24.815496,0.539334,-2.845452
prediction,none,21.067910,12.838798,-4.629670,2.183830,0,0,0
prediction,none,20.851103,13.048088,-4.629515,2.391953,0,0,0
update,radar,20.851103,13.048088,-4.629515,2.391953,24.597178,0.559156,-2.655592
prediction,none,20.571041,13.154603,-4.933859,2.240925,0,0,0
prediction,none,20.420021,13.148767,-4.721312,1.954357,0,0,0
update,radar,20.420021,13.148767,-4.721313,1.954357,24.287184,0.572086,-2.911491
prediction,none,20.146758,13.186309,-5.045024,1.658152,0,0,0
prediction,none,19.913782,13.275894,-5.010546,1.664909,0,0,0
update,radar,19.913782,13.275894,-5.010546,1.664909,23.933411,0.588004,-3.245495
prediction,none,19.655648,13.373966,-4.946730,1.757081,0,0,0
prediction,none,19.506319,13.316162,-4.718733,1.413115,0,0,0
update,radar,19.506319,13.316162,-4.718733,1.413115,23.618143,0.598993,-3.100491
prediction,none,19.251334,13.414949,-4.787275,1.463783,0,0,0
prediction,none,18.941318,13.522884,-4.931847,1.563672,0,0,0
update,radar,18.941319,13.522883,-4.931847,1.563672,23.273203,0.620018,-3.105302
prediction,none,18.682823,13.560823,-5.023738,1.422577,0,0,0
prediction,none,18.487920,13.533610,-4.886492,1.195892,0,0,0
update,radar,18.487921,13.533610,-4.886492,1.195892,22.912046,0.631897,-3.236566
prediction,none,18.207967,13.583900,-5.027859,1.132733,0,0,0
prediction,none,18.012642,13.674715,-4.930417,1.182236,0,0,0
update,radar,18.012642,13.674715,-4.930418,1.182236,22.615328,0.649346,-3.212118
prediction,none,17.756257,13.767343,-4.902739,1.301809,0,0,0
prediction,none,17.565590,13.801287,-4.787725,1.216550,0,0,0
update,radar,17.565590,13.801287,-4.787725,1.216550,22.338877,0.665960,-3.013100
prediction,none,17.302796,13.839543,-5.012515,1.026845,0,0,0
prediction,none,17.066257,13.850903,-4.972603,0.939233,0,0,0
update,radar,17.066257,13.850904,-4.972603,0.939233,21.979643,0.681772,-3.269139
prediction,none,16.808841,13.905810,-5.057076,0.904840,0,0,0
prediction,none,16.589004,13.950280,-4.992175,0.890608,0,0,0
update,radar,16.589005,13.950280,-4.992175,0.890608,21.674995,0.699208,-3.247566
prediction,none,16.354421,13.950044,-4.969931,0.772813,0,0,0
prediction,none,16.206167,13.891426,-4.741339,0.536579,0,0,0
update,radar,16.206167,13.891426,-4.741339,0.536579,21.345060,0.708641,-3.250639
prediction,none,15.982140,13.923039,-4.668231,0.584394,0,0,0
prediction,none,15.801737,13.907856,-4.549152,0.474108,0,0,0
update,radar,15.801738,13.907856,-4.549152,0.474108,21.050495,0.721738,-3.101622
prediction,none,15.583066,13.904175,-4.538372,0.400033,0,0,0
prediction,none,15.314558,13.964067,-4.633850,0.496455,0,0,0
update,radar,15.314558,13.964067,-4.633850,0.496455,20.725126,0.739305,-3.089623
prediction,none,15.075497,13.979107,-4.748623,0.381989,0,0,0
prediction,none,14.865294,14.019268,-4.701284,0.414032,0,0,0
update,radar,14.865294,14.019268,-4.701284,0.414032,20.433229,0.756117,-3.136144
prediction,none,14.656230,13.999918,-4.740054,0.220310,0,0,0
prediction,none,14.351125,14.032537,-4.883908,0.289111,0,0,0
update,radar,14.351125,14.032537,-4.883908,0.289111,20.071545,0.774174,-3.289862
prediction,none,14.088004,14.029853,-4.946904,0.231201,0,0,0
prediction,none,13.747451,14.084702,-5.149752,0.352045,0,0,0
update,radar,13.747451,14.084702,-5.149752,0.352045,19.681747,0.797515,-3.345105
prediction,none,13.455983,14.099369,-5.167682,0.413351,0,0,0
prediction,none,13.228134,14.097020,-5.097696,0.356671,0,0,0
update,radar,13.228134,14.097019,-5.097696,0.356671,19.331566,0.817185,-3.228141
prediction,none,12.973845,14.103357,-5.070759,0.357713,0,0,0
prediction,none,12.788345,14.051340,-4.907500,0.195939,0,0,0
update,radar,12.788345,14.051340,-4.907500,0.195939,18.999525,0.832420,-3.158268
prediction,none,12.555031,14.039818,-4.852365,0.175142,0,0,0
prediction,none,12.355177,14.007947,-4.750328,0.080499,0,0,0
update,radar,12.355177,14.007947,-4.750329,0.080499,18.678143,0.848009,-3.081866
prediction,none,12.137956,14.022077,-4.673841,0.136690,0,0,0
prediction,none,11.935867,14.082074,-4.626104,0.228177,0,0,0
update,radar,11.935867,14.082074,-4.626103,0.228177,18.459949,0.867701,-2.817091
prediction,none,11.688170,14.115360,-4.671068,0.273440,0,0,0
prediction,none,11.419476,14.087398,-4.730448,0.205856,0,0,0
update,radar,11.419477,14.087399,-4.730448,0.205856,18.134478,0.889615,-2.818899
prediction,none,11.188657,14.138316,-4.706935,0.315106,0,0,0
prediction,none,10.888993,14.194957,-4.856137,0.415662,0,0,0
update,radar,10.888993,14.194958,-4.856137,0.415662,17.890417,0.916439,-2.625883
prediction,none,10.636424,14.171893,-4.991605,0.158604,0,0,0
